Net Income (In Thousands of Dollars $000) (Spirit Air Lines - All regions),,,,,,,
Year,Quarter,DOMESTIC,LATIN AMERICA,ATLANTIC,PACIFIC,INTERNATIONAL,TOTAL
2017,2,"85,996","8,213",,,,"94,209"
2017,3,"55,736","4,454",,,,"60,190"
2017,4,"75,860","5,886",,,,"81,746"
2017,TOTAL,"247,036","21,044",0,0,0,"268,080"
2018,1,"-41,328","-3,594",,,,"-44,922"
2018,2,"10,152","1,103",,,,"11,254"
2018,3,"88,317","9,163",,,,"97,480"
2018,4,"81,731","10,205",,,,"91,936"
2018,TOTAL,"138,871","16,877",0,0,0,"155,749"
2019,1,"49,347","6,729",,,,"56,076"
2019,2,"100,655","13,855",,,,"114,510"
2019,3,"74,116","9,348",,,,"83,464"
2019,4,"72,768","8,446",,,,"81,214"
2019,TOTAL,"296,886","38,378",0,0,0,"335,264"
2020,1,"-25,185","-2,644",,,,"-27,828"
2020,2,"-140,095","-4,333",,,,"-144,428"
2020,3,"-94,381","-4,759",,,,"-99,140"
2020,4,"-140,001","-17,304",,,,"-157,305"
2020,TOTAL,"-399,662","-29,039",0,0,0,"-428,700"
2021,1,"-99,517","-12,805",,,,"-112,321"
2021,2,"-258,213","-29,650",,,,"-287,863"
2021,3,"12,839","1,935",,,,"14,774"
2021,4,"-74,259","-12,899",,,,"-87,158"
2021,TOTAL,"-419,150","-53,419",0,0,0,"-472,569"
2022,1,"-166,471","-28,232",,,,"-194,703"
2022,2,"-44,702","-7,704",,,,"-52,406"
2022,3,"-31,502","-4,874",,,,"-36,377"
2022,4,"-236,831","-33,833",,,,"-270,664"
2022,TOTAL,"-479,507","-74,643",0,0,0,"-554,150"
2023,1,"-90,507","-13,405",,,,"-103,911"
2023,2,"-2,042",-308,,,,"-2,349"
2023,3,"-136,597","-20,954",,,,"-157,551"
2023,4,"-161,797","-21,855",,,,"-183,652"
2023,TOTAL,"-390,942","-56,521",0,0,0,"-447,464"
2024,1,"-123,379","-19,256",,,,"-142,635"
2024,2,"-171,898","-21,029",,,,"-192,927"
2024,3,"-280,407","-29,093",,,,"-309,500"
2024,4,"-520,092","-65,597",,,,"-585,689"
2024,TOTAL,"-1,095,776","-134,975",0,0,0,"-1,230,751"
2025,1,"54,539","6,741",,,,"61,280"
2025,2,"-220,264","-25,566",,,,"-245,831"
2025,3,"-276,522","-40,954",,,,"-317,476"
2025,TOTAL,"-442,247","-59,780",0,0,0,"-502,027"
,,,,,,,
Note: All numbers are for scheduled services.,,,,,,,
