Net Income (In Thousands of Dollars $000) (Southwest Airlines - All regions),,,,,,,
Year,Quarter,DOMESTIC,LATIN AMERICA,ATLANTIC,PACIFIC,INTERNATIONAL,TOTAL
2015,3,"576,609","7,745",,,,"584,354"
2015,4,"527,179","8,779",,,,"535,958"
2015,TOTAL,"2,149,667","31,611",0,0,0,"2,181,278"
2016,1,"501,366","9,972",,,,"511,338"
2016,2,"804,234","15,829",,,,"820,063"
2016,3,"381,219","7,027",,,,"388,246"
2016,4,"512,887","9,453",,,,"522,340"
2016,TOTAL,"2,199,706","42,281",0,0,0,"2,241,987"
2017,1,"344,047","7,417",,,,"351,464"
2017,2,"727,976","18,056",,,,"746,032"
2017,3,"490,293","12,312",,,,"502,605"
2017,4,"1,846,065","42,299",,,,"1,888,364"
2017,TOTAL,"3,408,381","80,084",0,0,0,"3,488,465"
2018,1,"450,336","12,260",,,,"462,596"
2018,2,"713,303","19,420",,,,"732,723"
2018,3,"600,011","15,449",,,,"615,460"
2018,4,"637,828","16,360",,,,"654,188"
2018,TOTAL,"2,401,478","63,489",0,0,0,"2,464,967"
2019,1,"374,997","12,117",,,,"387,114"
2019,2,"719,207","21,329",,,,"740,536"
2019,3,"643,259","15,616",,,,"658,875"
2019,4,"500,392","13,407",,,,"513,799"
2019,TOTAL,"2,237,855","62,469",0,0,0,"2,300,324"
2020,1,"-91,603","-2,708",,,,"-94,311"
2020,2,"-914,578",-363,,,,"-914,941"
2020,3,"-1,143,876","-12,777",,,,"-1,156,653"
2020,4,"-889,324","-19,086",,,,"-908,410"
2020,TOTAL,"-3,039,381","-34,934",0,0,0,"-3,074,315"
2021,1,"112,868","2,745",,,,"115,613"
2021,2,"336,752","10,986",,,,"347,738"
2021,3,"431,315","14,558",,,,"445,873"
2021,4,"65,747","1,964",,,,"67,711"
2021,TOTAL,"946,682","30,253",0,0,0,"976,935"
2022,1,"-268,473","-9,376",,,,"-277,849"
2022,2,"733,498","26,634",,,,"760,132"
2022,3,"267,029","10,034",,,,"277,063"
2022,4,"-213,347","-6,845",,,,"-220,192"
2022,TOTAL,"518,707","20,447",0,0,0,"539,154"
2023,1,"-153,850","-5,624",,,,"-159,474"
2023,2,"657,189","26,073",,,,"683,262"
2023,3,"187,179","5,898",,,,"193,077"
2023,4,"-246,235","-5,876",,,,"-252,111"
2023,TOTAL,"444,283","20,471",0,0,0,"464,754"
2024,1,"-223,225","-7,491",,,,"-230,716"
2024,2,"355,477","11,779",,,,"367,256"
2024,3,"65,614","1,818",,,,"67,432"
2024,4,"254,814","6,462",,,,"261,276"
2024,TOTAL,"452,680","12,568",0,0,0,"465,248"
2025,1,"-144,505","-4,646",,,,"-149,151"
2025,2,"206,493","6,719",,,,"213,212"
2025,3,"52,221","1,282",,,,"53,503"
2025,TOTAL,"114,209","3,355",0,0,0,"117,564"
,,,,,,,
Note: All numbers are for scheduled services.,,,,,,,
