Net Income (In Thousands of Dollars $000) (Alaska Airlines - All regions),,,,,,,
Year,Quarter,DOMESTIC,LATIN AMERICA,ATLANTIC,PACIFIC,INTERNATIONAL,TOTAL
2013,TOTAL,"492,772","4,556",0,0,0,"497,328"
2014,1,"91,485","1,820",,,,"93,305"
2014,2,"160,713","5,328",,,,"166,041"
2014,3,"186,939","5,048",,,,"191,987"
2014,4,"142,721","4,395",,,,"147,116"
2014,TOTAL,"581,858","16,591",0,0,0,"598,449"
2015,1,"139,811","5,655",,,,"145,466"
2015,2,"220,289","8,066",,,,"228,355"
2015,3,"260,560","7,206",,,,"267,766"
2015,4,"183,247","3,686",,,,"186,933"
2015,TOTAL,"803,907","24,613",0,0,0,"828,520"
2016,1,"176,846","8,429",,,,"185,275"
2016,2,"254,065","9,807",,,,"263,872"
2016,3,"256,931","8,322",,,,"265,253"
2016,4,"159,447","5,495",,,,"164,942"
2016,TOTAL,"847,289","32,053",0,0,0,"879,342"
2017,1,"119,652","3,013",,,,"122,665"
2017,2,"263,274","10,404",,,,"273,678"
2017,3,"242,512","9,220",,,,"251,732"
2017,4,"413,168","12,997",,,,"426,165"
2017,TOTAL,"1,038,606","35,634",0,0,0,"1,074,240"
2018,1,"23,052","-7,184",,,,"15,868"
2018,2,"208,737","6,428",,,,"215,165"
2018,3,"224,175","5,625",,,,"229,800"
2018,4,"51,188","-3,262",,,,"47,926"
2018,TOTAL,"507,152","1,607",0,0,0,"508,759"
2019,1,"22,512","-5,105",,,,"17,407"
2019,2,"250,219","6,159",,,,"256,378"
2019,3,"305,166","6,007",,,,"311,173"
2019,4,"177,164","4,071",,,,"181,235"
2019,TOTAL,"755,061","11,132",0,0,0,"766,193"
2020,1,"-193,550","-16,632",,,,"-210,182"
2020,2,"-253,002","-8,575",,,,"-261,577"
2020,3,"-479,902","-21,355",,,,"-501,257"
2020,4,"-389,270","-39,372",,,,"-428,642"
2020,TOTAL,"-1,315,724","-85,934",0,0,0,"-1,401,658"
2021,1,"-172,561","-15,734",,,,"-188,295"
2021,2,"312,316","16,748",,,,"329,064"
2021,3,"176,316","2,872",,,,"179,188"
2021,4,"26,734","-4,060",,,,"22,674"
2021,TOTAL,"342,805",-174,0,0,0,"342,631"
2022,1,"-76,411","-13,491",,,,"-89,902"
2022,2,"144,161",-929,,,,"143,232"
2022,3,"61,153","-2,958",,,,"58,195"
2022,4,"62,993","-4,749",,,,"58,244"
2022,TOTAL,"191,896","-22,127",0,0,0,"169,769"
2023,1,"-119,567","-18,672",,,,"-138,239"
2023,2,"235,681","4,562",,,,"240,243"
2023,3,"147,690",407,,,,"148,097"
2023,4,"-52,031","54,428",,,,"2,397"
2023,TOTAL,"211,773","40,725",0,0,0,"252,498"
2024,1,"-106,330","-35,667",,,,"-141,997"
2024,2,"234,236","3,554",,,,"237,790"
2024,3,"314,058","5,169",,,,"319,227"
2024,4,"130,945","-7,189",,,,"123,756"
2024,TOTAL,"572,909","-34,133",0,0,0,"538,776"
2025,1,"-61,525","-26,410",,,,"-87,935"
2025,2,"200,347","1,364",,,,"201,711"
2025,3,"114,166","-1,229",,,,"112,937"
2025,TOTAL,"252,988","-26,275",0,0,0,"226,713"
,,,,,,,
Note: All numbers are for scheduled services.,,,,,,,
