Net Income (In Thousands of Dollars $000) (Frontier Airlines - All regions),,,,,,,
Year,Quarter,DOMESTIC,LATIN AMERICA,ATLANTIC,PACIFIC,INTERNATIONAL,TOTAL
2010,TOTAL,"-21,675","2,296",0,0,0,"-19,379"
2011,1,"-43,338","6,869",,,,"-36,469"
2011,2,"-30,660","7,150",,,,"-23,509"
2011,3,"-2,711","3,262",,,,551
2011,4,"-13,129",501,,,,"-12,628"
2011,TOTAL,"-89,837","17,782",0,0,0,"-72,055"
2012,1,"-17,357","3,896",,,,"-13,461"
2012,2,"5,686","2,856",,,,"8,542"
2012,3,"22,251","-3,932",,,,"18,319"
2012,4,"-10,131","1,466",,,,"-8,665"
2012,TOTAL,448,"4,287",0,0,0,"4,735"
2013,1,"-24,826","7,481",,,,"-17,345"
2013,2,"1,095","1,914",,,,"3,009"
2013,3,"21,603","1,847",,,,"23,450"
2013,4,"2,199",330,,,,"2,529"
2013,TOTAL,70,"11,572",0,0,0,"11,642"
2014,1,"3,242","6,914",,,,"10,156"
2014,2,"32,132","2,991",,,,"35,124"
2014,3,"56,283","2,020",,,,"58,303"
2014,4,"23,557","1,889",,,,"25,446"
2014,TOTAL,"115,214","13,815",0,0,0,"129,029"
2015,1,"22,579","8,231",,,,"30,810"
2015,2,"51,331","8,380",,,,"59,711"
2015,3,"30,995","4,552",,,,"35,547"
2015,4,"18,555",890,,,,"19,445"
2015,TOTAL,"123,460","22,052",0,0,0,"145,512"
2016,1,"39,679","-1,149",,,,"38,530"
2016,2,"52,100",324,,,,"52,423"
2016,3,"78,239",706,,,,"78,945"
2016,4,"32,888",-166,,,,"32,721"
2016,TOTAL,"202,906",-286,0,0,0,"202,620"
2017,1,246,-483,,,,-237
2017,2,"69,657",363,,,,"70,019"
2017,3,"61,164","5,167",,,,"66,331"
2017,4,"23,769","4,980",,,,"28,750"
2017,TOTAL,"154,836","10,028",0,0,0,"164,864"
2018,1,"24,888","1,957",,,,"26,845"
2018,2,"68,009",-784,,,,"67,225"
2018,3,"32,568","-2,026",,,,"30,541"
2018,4,"-41,099",-986,,,,"-42,084"
2018,TOTAL,"84,366","-1,839",0,0,0,"82,527"
2019,1,"16,088","10,965",,,,"27,053"
2019,2,"69,809","10,725",,,,"80,534"
2019,3,"77,606","10,063",,,,"87,669"
2019,4,"48,050","7,542",,,,"55,591"
2019,TOTAL,"211,553","39,294",0,0,0,"250,847"
2020,1,"-68,633","9,128",,,,"-59,506"
2020,2,"17,296",61,,,,"17,358"
2020,3,"-50,753",-851,,,,"-51,604"
2020,4,"-121,253","-5,596",,,,"-126,850"
2020,TOTAL,"-223,343","2,742",0,0,0,"-220,602"
2021,1,"-86,034","-5,020",,,,"-91,053"
2021,2,"16,092","2,685",,,,"18,777"
2021,3,"21,393","1,967",,,,"23,360"
2021,4,"-39,740","-13,415",,,,"-53,155"
2021,TOTAL,"-88,289","-13,783",0,0,0,"-102,071"
2022,1,"-86,703","-28,178",,,,"-114,881"
2022,2,"41,615","-25,208",,,,"16,407"
2022,3,"20,019",721,,,,"20,739"
2022,4,"38,967","1,006",,,,"39,973"
2022,TOTAL,"13,898","-51,659",0,0,0,"-37,761"
2023,1,"-13,019",19,,,,"-13,000"
2023,2,"68,735","2,750",,,,"71,484"
2023,3,"-26,830","-4,660",,,,"-31,490"
2023,4,"-83,882","48,811",,,,"-35,071"
2023,TOTAL,"-54,997","46,920",0,0,0,"-8,077"
2024,1,"-12,454","-12,927",,,,"-25,381"
2024,2,"38,480","-7,255",,,,"31,226"
2024,3,"25,540",-4,,,,"25,536"
2024,4,"58,095","-2,418",,,,"55,677"
2024,TOTAL,"109,661","-22,604",0,0,0,"87,058"
2025,1,"-36,063","-6,668",,,,"-42,730"
2025,2,"-57,915","-11,749",,,,"-69,664"
2025,3,"-68,943","-8,587",,,,"-77,530"
2025,TOTAL,"-162,921","-27,004",0,0,0,"-189,924"
,,,,,,,
Note: All numbers are for scheduled services.,,,,,,,
