Net Income (In Thousands of Dollars $000) (JetBlue Airways - All regions),,,,,,,
Year,Quarter,DOMESTIC,LATIN AMERICA,ATLANTIC,PACIFIC,INTERNATIONAL,TOTAL
2015,2,"109,103","42,877",,,,"151,979"
2015,3,"114,113","83,991",,,,"198,103"
2015,4,"136,582","53,425",,,,"190,007"
2015,TOTAL,"431,449","245,643",0,0,0,"677,092"
2016,1,"133,739","65,720",,,,"199,459"
2016,2,"146,538","33,631",,,,"180,169"
2016,3,"119,008","79,972",,,,"198,980"
2016,4,"133,305","46,714",,,,"180,020"
2016,TOTAL,"532,591","226,038",0,0,0,"758,628"
2017,1,"46,500","38,776",,,,"85,276"
2017,2,"148,373","62,432",,,,"210,805"
2017,3,"87,649","91,136",,,,"178,785"
2017,4,"639,702","32,707",,,,"672,409"
2017,TOTAL,"922,223","225,052",0,0,0,"1,147,275"
2018,1,"32,262","56,060",,,,"88,322"
2018,2,"-114,836","-5,056",,,,"-119,892"
2018,3,"-23,980","74,450",,,,"50,470"
2018,4,"138,317","31,008",,,,"169,324"
2018,TOTAL,"31,763","156,461",0,0,0,"188,224"
2019,1,"30,582","10,992",,,,"41,574"
2019,2,"161,268","18,216",,,,"179,484"
2019,3,"122,977","63,538",,,,"186,516"
2019,4,"139,678","21,715",,,,"161,393"
2019,TOTAL,"454,506","114,461",0,0,0,"568,967"
2020,1,"-263,849","-4,075",,,,"-267,924"
2020,2,"-308,803","-11,758",,,,"-320,561"
2020,3,"-346,143","-46,230",,,,"-392,373"
2020,4,"-371,116","-2,319",,,,"-373,435"
2020,TOTAL,"-1,289,911","-64,381",0,0,0,"-1,354,292"
2021,1,"-205,981","-40,604",,,,"-246,585"
2021,2,"31,019","32,431",,,,"63,450"
2021,3,"65,133","63,842",834,,,"129,809"
2021,4,"-95,590","-33,131",-340,,,"-129,060"
2021,TOTAL,"-205,419","22,539",494,0,0,"-182,386"
2022,1,"-202,057","-52,657",39,,,"-254,675"
2022,2,"-111,639","-83,218","6,743",,,"-188,114"
2022,3,"-31,344","78,734","9,837",,,"57,227"
2022,4,"-251,882","207,938","67,419",,,"23,475"
2022,TOTAL,"-596,921","150,797","84,037",0,0,"-362,086"
2023,1,"-233,931","31,362","11,023",,,"-191,547"
2023,2,"65,301","58,681","13,256",,,"137,237"
2023,3,"-441,254","247,678","41,625",,,"-151,950"
2023,4,"-112,099","3,598","4,433",,,"-104,068"
2023,TOTAL,"-721,983","341,319","70,337",0,0,"-310,328"
2024,1,"-539,749","-160,496","-15,617",,,"-715,861"
2024,2,"-4,750",37,"29,591",,,"24,878"
2024,3,"-406,248","276,196","70,578",,,"-59,475"
2024,4,"-29,752","-21,700","7,172",,,"-44,280"
2024,TOTAL,"-980,499","94,038","91,724",0,0,"-794,738"
2025,1,"-194,833","-12,624",-893,,,"-208,350"
2025,2,"-76,633","-25,992","28,480",,,"-74,146"
2025,3,"-139,927","-26,221","23,573",,,"-142,575"
2025,TOTAL,"-411,393","-64,837","51,160",0,0,"-425,070"
,,,,,,,
Note: All numbers are for scheduled services.,,,,,,,
